File,InputClass,Prediction,PredictionStatus,Percentage
airport_118_2_msrgb.jpg,airport,airport,Correct,0.74613994
airport_118_5_msrgb.jpg,airport,airport,Correct,0.9824437
airport_118_7_msrgb.jpg,airport,airport,Correct,0.9994141
airport_139_1_msrgb.jpg,airport,airport,Correct,0.9300533
airport_166_8_msrgb.jpg,airport,airport,Correct,0.8116453
airport_199_7_msrgb.jpg,airport,airport,Correct,0.95050716
airport_211_1_msrgb.jpg,airport,airport,Correct,0.9171437
airport_299_2_msrgb.jpg,airport,airport,Correct,0.99915063
airport_30_6_msrgb.jpg,airport,airport,Correct,0.44498414
airport_312_0_msrgb.jpg,airport,wind_farm,Incorrect,0.60450363
airport_319_0_msrgb.jpg,airport,flooded_road,Incorrect,0.91660714
airport_407_0_msrgb.jpg,airport,airport,Correct,0.9899823
airport_40_5_msrgb.jpg,airport,airport,Correct,0.9959572
airport_431_0_msrgb.jpg,airport,airport,Correct,0.99671614
airport_7_8_msrgb.jpg,airport,airport,Correct,0.87777674
airport_hangar_1117_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.23926239
airport_hangar_137_0_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.483875
airport_hangar_146_0_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.8792317
airport_hangar_147_0_msrgb.jpg,airport_hangar,airport_terminal,Incorrect,0.8168903
airport_hangar_300_6_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9922652
airport_hangar_310_4_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.44520676
airport_hangar_344_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.98610294
airport_hangar_398_6_msrgb.jpg,airport_hangar,prison,Incorrect,0.21070498
airport_hangar_404_7_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9092995
airport_hangar_405_8_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.6528131
airport_hangar_432_7_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9076867
airport_hangar_487_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.99208635
airport_hangar_549_9_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.6776256
airport_hangar_573_0_msrgb.jpg,airport_hangar,railway_bridge,Incorrect,0.55821705
airport_hangar_850_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.93464804
airport_terminal_1068_0_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9486577
airport_terminal_122_2_msrgb.jpg,airport_terminal,tunnel_opening,Incorrect,0.93516076
airport_terminal_197_2_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.5289925
airport_terminal_215_6_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9872792
airport_terminal_25_1_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.34115
airport_terminal_318_2_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9011208
airport_terminal_414_3_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.86648774
airport_terminal_439_3_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.98495793
airport_terminal_522_5_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.4448436
airport_terminal_532_4_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.98960507
airport_terminal_546_0_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.6441899
airport_terminal_680_0_msrgb.jpg,airport_terminal,airport_hangar,Incorrect,0.70949733
airport_terminal_761_3_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.89254487
airport_terminal_857_5_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9902726
airport_terminal_8_5_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.8671371
amusement_park_1017_0_msrgb.jpg,amusement_park,amusement_park,Correct,0.6830091
amusement_park_1127_5_msrgb.jpg,amusement_park,amusement_park,Correct,0.8961511
amusement_park_1138_5_msrgb.jpg,amusement_park,amusement_park,Correct,0.9963792
amusement_park_1211_3_msrgb.jpg,amusement_park,amusement_park,Correct,0.89278996
amusement_park_140_8_msrgb.jpg,amusement_park,nuclear_powerplant,Incorrect,0.7534854
amusement_park_178_6_msrgb.jpg,amusement_park,amusement_park,Correct,0.85882264
amusement_park_311_0_msrgb.jpg,amusement_park,amusement_park,Correct,0.5574643
amusement_park_325_1_msrgb.jpg,amusement_park,amusement_park,Correct,0.76395315
amusement_park_361_1_msrgb.jpg,amusement_park,impoverished_settlement,Incorrect,0.5302254
amusement_park_42_6_msrgb.jpg,amusement_park,impoverished_settlement,Incorrect,0.547292
amusement_park_52_0_msrgb.jpg,amusement_park,lighthouse,Incorrect,0.60408235
amusement_park_716_9_msrgb.jpg,amusement_park,amusement_park,Correct,0.26790053
amusement_park_746_5_msrgb.jpg,amusement_park,amusement_park,Correct,0.9078003
amusement_park_88_4_msrgb.jpg,amusement_park,wind_farm,Incorrect,0.810393
amusement_park_949_0_msrgb.jpg,amusement_park,amusement_park,Correct,0.8389005
aquaculture_183_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.99955565
aquaculture_183_3_msrgb.jpg,aquaculture,aquaculture,Correct,0.9999795
aquaculture_208_6_msrgb.jpg,aquaculture,flooded_road,Incorrect,0.36995414
aquaculture_218_4_msrgb.jpg,aquaculture,aquaculture,Correct,0.996759
aquaculture_220_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.99940705
aquaculture_254_2_msrgb.jpg,aquaculture,aquaculture,Correct,0.99196213
aquaculture_295_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.61011094
aquaculture_328_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.91333294
aquaculture_32_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.96907556
aquaculture_415_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.97236246
aquaculture_472_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.9386817
aquaculture_473_3_msrgb.jpg,aquaculture,aquaculture,Correct,0.9945695
aquaculture_57_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.9958925
aquaculture_65_0_msrgb.jpg,aquaculture,aquaculture,Correct,0.9985201
aquaculture_92_5_msrgb.jpg,aquaculture,aquaculture,Correct,0.99939513
archaeological_site_167_0_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.99469525
archaeological_site_197_0_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9399356
archaeological_site_204_4_msrgb.jpg,archaeological_site,tunnel_opening,Incorrect,0.5846186
archaeological_site_217_8_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.19489619
archaeological_site_247_2_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.53030443
archaeological_site_24_2_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.42892835
archaeological_site_308_3_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.51730675
archaeological_site_369_9_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9992894
archaeological_site_421_7_msrgb.jpg,archaeological_site,surface_mine,Incorrect,0.8555582
archaeological_site_423_12_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.71115553
archaeological_site_478_5_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9587203
archaeological_site_51_4_msrgb.jpg,archaeological_site,lighthouse,Incorrect,0.44267702
archaeological_site_63_6_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.9883057
archaeological_site_80_2_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.7146694
archaeological_site_817_0_msrgb.jpg,archaeological_site,archaeological_site,Correct,0.33544493
barn_1196_0_msrgb.jpg,barn,barn,Correct,0.97087145
barn_1238_0_msrgb.jpg,barn,flooded_road,Incorrect,0.33152178
barn_1474_2_msrgb.jpg,barn,flooded_road,Incorrect,0.49874598
barn_154_5_msrgb.jpg,barn,barn,Correct,0.28621724
barn_1948_3_msrgb.jpg,barn,educational_institution,Incorrect,0.30051035
barn_215_7_msrgb.jpg,barn,barn,Correct,0.98328733
barn_21_2_msrgb.jpg,barn,barn,Correct,0.5908025
barn_2394_0_msrgb.jpg,barn,barn,Correct,0.3067063
barn_243_3_msrgb.jpg,barn,barn,Correct,0.8678989
barn_300_2_msrgb.jpg,barn,barn,Correct,0.9800306
barn_556_6_msrgb.jpg,barn,crop_field,Incorrect,0.87763965
barn_629_5_msrgb.jpg,barn,barn,Correct,0.5343855
barn_713_1_msrgb.jpg,barn,barn,Correct,0.9973441
barn_795_0_msrgb.jpg,barn,barn,Correct,0.3641537
barn_876_2_msrgb.jpg,barn,barn,Correct,0.94589776
border_checkpoint_12_6_msrgb.jpg,border_checkpoint,toll_booth,Incorrect,0.32344058
