File,InputClass,Prediction,PredictionStatus,Percentage
airport_118_2_msrgb.jpg,airport,port,Incorrect,0.88341635
airport_118_5_msrgb.jpg,airport,airport,Correct,0.9999888
airport_118_7_msrgb.jpg,airport,airport,Correct,0.93364936
airport_139_1_msrgb.jpg,airport,airport,Correct,0.9569923
airport_166_8_msrgb.jpg,airport,port,Incorrect,0.5666074
airport_199_7_msrgb.jpg,airport,airport,Correct,0.71237457
airport_211_1_msrgb.jpg,airport,airport,Correct,0.62259626
airport_299_2_msrgb.jpg,airport,ground_transportation_station,Incorrect,0.9999887
airport_30_6_msrgb.jpg,airport,airport,Correct,0.9938911
airport_312_0_msrgb.jpg,airport,airport,Correct,0.9962112
airport_319_0_msrgb.jpg,airport,airport,Correct,0.9999393
airport_407_0_msrgb.jpg,airport,amusement_park,Incorrect,0.8650653
airport_40_5_msrgb.jpg,airport,runway,Incorrect,0.64520365
airport_431_0_msrgb.jpg,airport,airport,Correct,0.997538
airport_7_8_msrgb.jpg,airport,tunnel_opening,Incorrect,0.43790066
airport_hangar_1117_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9976902
airport_hangar_137_0_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9969818
airport_hangar_146_0_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.99996233
airport_hangar_147_0_msrgb.jpg,airport_hangar,office_building,Incorrect,0.71339726
airport_hangar_300_6_msrgb.jpg,airport_hangar,airport_hangar,Correct,1.0
airport_hangar_310_4_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9401592
airport_hangar_344_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.99385494
airport_hangar_398_6_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.8917434
airport_hangar_404_7_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9991215
airport_hangar_405_8_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.8468822
airport_hangar_432_7_msrgb.jpg,airport_hangar,ground_transportation_station,Incorrect,0.95018107
airport_hangar_487_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9999918
airport_hangar_549_9_msrgb.jpg,airport_hangar,airport_hangar,Correct,0.9999925
airport_hangar_573_0_msrgb.jpg,airport_hangar,single-unit_residential,Incorrect,0.8464355
airport_hangar_850_1_msrgb.jpg,airport_hangar,airport_hangar,Correct,1.0
airport_terminal_1068_0_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99999905
airport_terminal_122_2_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99162287
airport_terminal_197_2_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9999598
airport_terminal_215_6_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99999833
airport_terminal_25_1_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9999995
airport_terminal_318_2_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99998045
airport_terminal_414_3_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9999999
airport_terminal_439_3_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.99999714
airport_terminal_522_5_msrgb.jpg,airport_terminal,airport_terminal,Correct,1.0
airport_terminal_532_4_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9999999
airport_terminal_546_0_msrgb.jpg,airport_terminal,airport_terminal,Correct,0.9602617
